0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.29038346,0.2854643,-0.37217355,-0.48850554,-0.34585905,-0.6510534,-0.40556306,-0.4276557,-0.38905203,-0.6668322,-0.46728784,-0.41672695,-0.42736578,-0.5443549,-0.4386254,-0.26406783,-0.060522497,0.09351134,-0.29523206,-0.21167815,-0.149073,-0.23742741,-0.47482705,-0.41193306,-0.38812077,-0.2901581,-0.5064806,-0.4644792,-0.385139,-0.7166077,-0.6996707,-0.50781536,-0.66076446,-0.50844014,-0.5392866,-0.64131594,-0.44191015,-0.25805032,-0.32346463,-0.43944985,-0.48385006,-0.29981166,-0.4087249,-0.35067594,-0.5356672,-0.47990346,-0.33020002,-0.3568055,-0.3540817,-0.35089707,-0.3533162,-0.40862012,-0.24359614,-0.5158144,-0.72938216,-0.7579185,-0.7506799,-0.9585471,-0.7705402,-0.6944466,-0.42152733,-0.31642985,-0.18550622,-0.23932332,0.02454567,-0.15627003,-0.26655412,-0.14856142,-0.5475991,-0.69044685,-0.5373174,-0.41478407,-0.25660938,-0.36964083,-0.36175245,-0.77934843,-0.73659444,-0.60506254,-0.920595,-0.7352906,-0.54854405,-0.18922502,-0.42591268,-0.34972197,-0.2982266,-0.6579288,-0.5695977,-0.614311,-0.73969066,-0.3744517,-0.3433355,-0.6846376,-1.0,-0.67997813,-0.6523181,-0.5243218,0.06278467,0.41352654,0.8097242,1.0
0.73431206,0.25761056,-1.0,-0.9027645,-0.45771116,-0.65165544,-0.56241596,-0.6287056,-0.62296504,-0.6152384,-0.66608095,-0.5610616,-0.58022946,-0.47394764,-0.45990944,-0.61450857,-0.32105112,-0.029315948,-0.4874714,-0.3486272,-0.5968141,-0.44601035,0.08462882,0.02792275,-0.098489046,-0.46519065,-0.29205495,-0.47044903,-0.5140278,-0.6055585,-0.33263123,-0.3173915,-0.31730956,-0.38018584,-0.7774874,-0.59366286,-0.44192302,-0.2574771,-0.36479503,-0.3213277,-0.27424586,-0.20058209,-0.11993265,-0.23519564,-0.59077775,-0.7206172,-0.4678626,-0.31219137,-0.3704759,-0.32906646,-0.61073077,-0.4043846,-0.48766947,-0.36502427,-0.5442448,-0.6385902,-0.5280277,-0.23776966,-0.1750195,-0.6588807,-0.83828896,-0.14531964,-0.17300951,-0.34860182,-0.47343874,-0.8493422,-0.5616593,-0.41573435,-0.2746045,-0.4324634,-0.6768154,-0.023183167,-0.18446171,-0.3168919,-0.12756848,-0.4250285,-0.28605992,-0.34464854,-0.5679449,-0.22688103,-0.3384012,-0.44249564,-0.3947575,-0.22158915,-0.5206776,-0.38417703,-0.36977994,-0.19304931,-0.03964275,-0.57570076,-0.33377564,-0.27951407,-0.6026695,-0.8225152,-0.48297328,-0.40194607,-0.4175318,-0.80833644,0.47042167,1.0
-1.0,-0.43832994,-0.11007482,0.35624588,0.22543347,0.39493036,0.56468785,0.6057997,0.6203979,0.43934596,0.46300673,0.5044489,0.3563838,0.37562644,0.18366265,0.09854174,0.29929304,0.042710543,0.22904408,0.32244647,0.5332811,0.5138241,0.28311777,0.31022775,0.4490478,0.55528915,0.714445,0.324553,0.22075772,0.5397626,0.37705827,0.42789257,0.14907157,0.29374647,0.42003298,0.54644203,0.4085821,0.3932742,0.37948024,0.43508875,0.5387485,0.567124,0.4139967,0.38315976,0.3119532,0.35596907,0.42984474,0.20791495,0.27536023,0.34035707,0.3620602,0.41015196,0.36490524,0.19196677,0.37741315,0.2013731,0.19569707,0.27847672,0.4011575,0.51012826,0.5172291,0.5278766,0.5794984,0.7242354,0.8813702,0.8952292,0.7902956,0.5655184,0.645993,0.570151,0.61708355,0.70664823,0.61640453,0.06283784,0.24812877,0.31291628,0.3115071,0.5862912,0.6746421,0.6856313,0.65512896,0.5680671,0.5625789,0.38187587,0.28217268,0.48845994,0.32301068,0.5808946,0.5978719,0.5542457,0.7508961,0.6365335,1.0,0.73938966,0.62906075,0.6515893,0.45518112,-0.12464255,-0.33834636,-0.5296528
-0.91598696,-0.68224204,-0.80248296,-0.91264254,-0.82773465,-0.9739487,-0.92227906,-0.99145347,-0.84066737,-0.83671343,-0.8670113,-0.66205907,-0.8194697,-0.79035306,-0.5808513,-0.7159564,-0.7038938,-0.58427435,-0.7841842,-0.88589776,-0.8984766,-0.89699584,-1.0,-0.82147455,-0.6062315,-0.7950526,-0.6287372,-0.7603599,-0.77124965,-0.8089303,-0.8674147,-0.7186699,-0.6314631,-0.64073133,-0.49479884,-0.7085475,-0.63625956,-0.72297084,-0.7111383,-0.70048815,-0.7405766,-0.8379096,-0.65016896,-0.50758564,-0.6864468,-0.5252713,-0.5434788,-0.4442705,-0.45890176,-0.5001779,-0.44850403,-0.5277065,-0.45301527,-0.32898468,-0.43166137,-0.3264677,-0.35261673,-0.27057844,-0.33559722,-0.47710013,-0.38637465,-0.30368626,-0.3178063,-0.34537113,-0.37744665,-0.3161227,-0.19532621,-0.19649798,-0.14678055,-0.14448231,-0.20434201,-0.23436576,-0.24737996,-0.005586326,0.019107223,-0.022592127,-0.07590687,-0.1442653,0.035250902,-0.120305,-0.05491674,-0.065818965,0.15518713,0.1957457,-0.01322484,-0.047344267,-0.1238237,-0.16613656,-0.019866407,0.101210475,0.038168192,0.22757792,0.04566896,0.19722652,0.21222126,0.12388694,0.22907853,0.6295482,0.8785964,1.0
-0.15485507,0.12650871,-0.30095106,-0.3174674,-0.04759258,-0.19713062,-0.1159876,-0.21614206,-0.42813253,-0.38264257,-0.4872772,-0.18103689,-0.116937876,0.19109464,0.17826807,0.007781625,-0.3912422,-0.37980562,-0.54978013,-0.7856335,-0.94540215,-0.921357,-0.5681417,-0.34974986,-0.07674605,-0.2748922,-0.10893023,-0.28708023,-0.40128785,-0.3632294,-0.376674,-0.28041983,-0.16204089,-0.25354397,-0.46580446,-0.34598833,-0.40059382,-0.41070747,-0.24985784,-0.39540452,-0.38213414,-0.29059792,-0.21672678,-0.3624112,-0.1592108,-0.1139217,-0.31802553,-0.34896737,-0.70169216,-0.6452192,-0.7090688,-0.6659442,-0.7232034,-0.68663335,-0.46097493,-0.43323755,-0.3699826,-0.28023136,-0.32412523,-0.34258044,-0.45292813,-0.53534305,-0.6501565,-0.5709969,-0.62280035,-0.58287734,-0.5054884,-0.5327612,-0.6526845,-1.0,-0.84250075,-0.52925646,-0.55434996,-0.5365088,-0.48600805,-0.23766953,-0.20646554,-0.2540872,-0.2576031,-0.15959907,-0.33856672,-0.432185,-0.42670918,-0.2772739,-0.3941192,-0.4767452,-0.28453338,-0.30316794,-0.22958404,-0.5002525,-0.5444318,-0.540831,-0.8920919,-0.6812395,-0.8905602,-0.76634026,-0.5636063,-0.04351175,0.5710503,1.0
-0.13607621,-0.02379632,0.33676648,0.1492939,0.21529734,0.2517432,0.27236128,0.4566853,0.48476577,0.4696263,0.044001937,0.45019054,0.41474056,0.29830647,0.45041645,0.6216891,0.2979188,0.70190907,0.53765893,0.771979,0.59403884,0.38368237,0.67362523,0.49183536,0.2685504,0.37130916,0.2766465,0.5269656,0.70295274,1.0,0.61179674,0.46424973,0.37618172,0.87662244,0.48193836,0.48848033,0.65523624,0.52962434,0.5846994,0.4321555,0.2618134,0.4877783,0.023218036,0.35876608,0.15063226,0.51252687,0.703758,0.4245571,0.68061244,0.516001,0.37549198,0.18580687,0.20980513,0.18275607,0.30737054,0.3843435,0.38267004,0.43270576,0.3645829,0.043495893,0.037446976,-0.115460515,-0.029514432,-0.18840396,-0.098033786,0.11024833,-0.022951722,0.07046139,0.30948925,0.18053997,0.44933128,0.5171641,0.26225448,0.22479403,0.31475782,0.2447685,0.2073437,0.004507065,0.07128811,0.10435641,-0.2545628,-0.470986,-0.5542558,-0.51178104,-0.40451586,-0.3926589,-0.063201785,-0.3152926,-0.42336226,-0.70485866,-0.7212366,-0.81780416,-0.79933167,-0.85112125,-0.85489565,-0.9235987,-0.7778679,-0.9298306,-0.9553,-1.0
-0.6386405,-0.3158115,-0.73207235,-0.5638005,-0.36779982,-0.3622589,-0.20282018,-0.33628786,-0.42463088,-0.5365778,-0.5279475,-0.6841482,-0.5689284,-0.2305718,-0.2538336,-0.24395442,-0.4278599,-0.38199872,-0.39361942,-0.4725086,-1.0,-0.87993276,-0.65231407,-0.69424593,-0.51701176,-0.6358422,-0.3602807,-0.36731637,-0.28269875,-0.37575942,-0.41001135,-0.2026099,-0.5367908,-0.67318964,-0.3308357,-0.63876736,-0.6961651,-0.40038794,-0.54074657,-0.5627528,-0.43613267,-0.50018245,-0.37240678,-0.31957316,-0.23383254,-0.47151405,-0.49258876,-0.3232801,-0.3894499,-0.40986943,-0.36540788,-0.3355956,-0.3105753,-0.42028475,-0.578315,-0.2514611,-0.39202374,-0.40827495,-0.20053637,-0.24894553,-0.08454454,-0.017681122,0.02803135,0.24032593,0.03346622,0.050394416,-0.34144372,-0.35206336,-0.4978037,-0.4809984,-0.41092318,-0.5718825,-0.60378647,-0.32268977,-0.08661646,-0.25109154,-0.22692752,-0.21466523,-0.19148129,-0.3170867,-0.34484243,-0.23574734,-0.17231739,-0.43981475,-0.27806646,-0.64665985,-0.29848397,-0.4603728,-0.38082832,-0.3545537,-0.37518352,-0.43872458,-0.38405484,-0.44675523,-0.55664,-0.40151936,-0.11984229,0.5435802,0.76612294,1.0
0.16314709,-0.61870325,-0.99730366,-0.77251434,-0.56453395,-0.34258562,-0.07142544,-0.37103862,-0.48446453,-0.5462326,-0.70193994,-0.56959283,-0.49589324,-0.34520555,-0.5689964,-0.6417986,-0.7441695,-0.80053073,-0.82306445,-0.5857456,-0.4877342,-0.68731284,-0.6936785,-0.7110095,-0.41946512,-0.49250978,-0.7959626,-0.41574013,-0.3976226,-0.38696128,-0.09012395,-0.44939977,-0.16108125,-0.54507947,-0.71475947,-0.6084043,-0.6093423,-0.5007138,-0.41774106,-0.4044636,-0.135144,-0.29579413,-0.06689727,-0.37397975,-0.6521517,-1.0,-0.6804397,-0.68579334,-0.5583386,-0.91036916,-0.5419134,-0.40323776,-0.33013427,-0.04569125,0.008877039,-0.44925523,-0.3002559,-0.47675717,-0.8072138,-0.59502375,-0.50924313,-0.6370017,-0.6748033,-0.8603718,-0.6377884,-0.4795826,-0.51457644,-0.64128065,-0.82474923,-0.6465105,-0.58647573,-0.68227875,-0.95254856,-0.7707238,-0.73906565,-0.3851515,-0.22186202,-0.08898336,-0.25438756,-0.5189709,-0.5659343,-0.46500844,-0.31667686,-0.45838463,-0.5269798,-0.6216785,-0.34174323,-0.24110061,-0.57112384,-0.55873966,-0.55778384,-0.6015215,-0.5731369,-0.90133446,-0.93187153,-0.862315,-0.60076654,0.30959308,0.68191993,1.0
-0.5021082,-0.36512655,-0.07946122,0.34733605,0.30015755,0.30284774,0.3023374,0.52527153,0.06563914,0.30041778,0.5515474,0.81221104,0.18819237,0.08573854,0.40348864,0.36257994,0.45648432,0.46557927,0.09912562,0.22381842,0.1974665,0.28096354,0.29420447,0.51356316,0.3128699,0.26865625,0.5102606,0.7915343,1.0,0.96619964,0.82679033,0.54651964,0.8030075,0.7295182,0.46315956,0.5677819,0.45911968,0.61051965,0.78448606,0.66337204,0.64502025,0.45637357,0.4005928,0.7480993,0.5961553,0.5700687,0.6696608,0.8618802,0.45965958,0.46908307,0.45555425,0.4140873,0.4966017,0.1592344,0.4955002,0.7478217,0.7610663,0.22605932,0.31625128,0.3946482,0.31538558,0.4323597,0.15927398,0.54450464,0.389629,0.2592001,0.25977778,0.17461443,0.03649652,-0.04500538,0.21952355,0.21504807,0.5943785,0.25100672,0.20750272,0.43810356,0.4225844,0.14984429,0.26152372,0.49971652,0.40192306,0.6009613,0.28598475,0.45448148,0.11013007,0.16815376,0.41752398,0.25780094,0.2985289,0.2554283,-0.05146289,0.26823926,0.38310492,0.6073458,0.46624112,0.39368856,0.27752924,-0.49170303,-0.78680944,-1.0
-1.0,-0.74935216,-0.7251584,-0.4604206,-0.6599077,-0.50487965,-0.38677973,-0.39756393,-0.4075414,-0.422238,-0.26300275,-0.3246439,-0.20781958,-0.38866842,-0.3803559,-0.26726627,-0.355542,-0.2708674,-0.30007267,-0.28422648,-0.22863305,-0.13865894,-0.25803834,-0.21278352,-0.1652838,-0.22194844,-0.25194657,-0.21091372,-0.31618887,-0.2847563,-0.29172474,-0.060686946,-0.027870119,-0.14567739,-0.073416114,-0.13678867,-0.0070372224,-0.11263579,-0.1986888,-0.16778845,-0.19863218,-0.2539569,-0.065722585,-0.13522637,-0.09308463,-0.21263945,-0.21348721,-0.2726261,-0.17509162,-0.21166927,-0.16464847,-0.13752675,-0.13638848,-0.106371045,0.021126509,0.12477112,0.09032321,0.1120826,0.05576384,0.10162401,0.014170289,-0.035336196,-0.07221365,0.043365598,0.034594297,0.09208608,0.09099591,0.22339499,0.32305753,0.26644838,0.108139396,0.06307125,0.19610882,0.2966118,0.22206616,0.33056474,0.281955,0.20162559,0.2469492,0.3005643,0.15818143,0.05942464,0.20976973,0.2742163,0.454908,0.24855292,0.34116673,0.35723007,0.37323225,0.33307076,0.30259836,0.2194382,0.20165694,0.26365972,0.20588279,0.37525487,0.43215978,0.6377369,0.78342927,1.0
